stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url
104_2_S14,STOP_104_2_S14,,21.002033,105.818591,,
104_2_S15,STOP_104_2_S15,,21.003100,105.817141,,
104_2_S16,STOP_104_2_S16,,21.007933,105.814408,,
104_2_S17,STOP_104_2_S17,,21.011617,105.809025,,
104_2_S18,STOP_104_2_S18,,21.014316,105.805408,,
104_2_S19,STOP_104_2_S19,,21.017933,105.802242,,
104_2_S20,STOP_104_2_S20,,21.019400,105.799442,,
104_2_S21,STOP_104_2_S21,,21.015678,105.797162,,
104_2_S22,STOP_104_2_S22,,21.016567,105.794309,,
104_2_S23,STOP_104_2_S23,,21.022272,105.790744,,
104_2_S24,STOP_104_2_S24,,21.019883,105.784625,,
104_2_S25,STOP_104_2_S25,,21.019100,105.781359,,
104_2_S26,STOP_104_2_S26,,21.023150,105.778875,,
104_2_S27,STOP_104_2_S27,,21.023233,105.778409,,
104_2_S28,STOP_104_2_S28,,21.022116,105.777742,,
104_2_S29,STOP_104_2_S29,,21.023933,105.774359,,
104_2_S30,STOP_104_2_S30,,21.025475,105.771873,,
104_2_S31,STOP_104_2_S31,,21.025399,105.766859,,
104_2_S32,STOP_104_2_S32,,21.019800,105.767259,,
105_1_S1,STOP_105_1_S1,,20.958768,105.732626,,
105_1_S2,STOP_105_1_S2,,20.956651,105.736726,,
105_1_S3,STOP_105_1_S3,,20.958468,105.740126,,
105_1_S4,STOP_105_1_S4,,20.962401,105.747060,,
105_1_S5,STOP_105_1_S5,,20.966801,105.752309,,
105_1_S6,STOP_105_1_S6,,20.967751,105.755359,,
105_1_S7,STOP_105_1_S7,,20.965668,105.759159,,
105_1_S8,STOP_105_1_S8,,20.963134,105.763376,,
105_1_S9,STOP_105_1_S9,,20.962836,105.765302,,
105_1_S10,STOP_105_1_S10,,20.964884,105.767876,,
105_1_S11,STOP_105_1_S11,,20.965718,105.772876,,
105_1_S12,STOP_105_1_S12,,20.968251,105.776609,,
105_1_S13,STOP_105_1_S13,,20.969268,105.779292,,
105_1_S14,STOP_105_1_S14,,20.967134,105.781009,,
105_1_S15,STOP_105_1_S15,,20.964001,105.783675,,
105_1_S16,STOP_105_1_S16,,20.961951,105.785542,,
105_1_S17,STOP_105_1_S17,,20.959218,105.788792,,
105_1_S18,STOP_105_1_S18,,20.961478,105.793278,,
105_1_S19,STOP_105_1_S19,,20.962601,105.794692,,
105_1_S20,STOP_105_1_S20,,20.964900,105.793799,,
105_1_S21,STOP_105_1_S21,,20.967501,105.788925,,
105_1_S22,STOP_105_1_S22,,20.970401,105.784309,,
105_1_S23,STOP_105_1_S23,,20.972917,105.782425,,
105_1_S24,STOP_105_1_S24,,20.976084,105.782442,,
105_1_S25,STOP_105_1_S25,,20.979867,105.787292,,
105_1_S26,STOP_105_1_S26,,20.981334,105.789042,,
105_1_S27,STOP_105_1_S27,,20.983316,105.791602,,
105_1_S28,STOP_105_1_S28,,20.986450,105.795858,,
105_1_S29,STOP_105_1_S29,,20.988767,105.799158,,
105_1_S30,STOP_105_1_S30,,20.990467,105.801542,,
105_1_S31,STOP_105_1_S31,,20.993600,105.806075,,
105_1_S32,STOP_105_1_S32,,20.995817,105.805358,,
105_1_S33,STOP_105_1_S33,,21.000533,105.801675,,
105_1_S34,STOP_105_1_S34,,21.003150,105.801292,,
105_1_S35,STOP_105_1_S35,,21.007667,105.802592,,
105_1_S36,STOP_105_1_S36,,21.012848,105.801899,,
105_1_S37,STOP_105_1_S37,,21.014800,105.801608,,
105_1_S38,STOP_105_1_S38,,21.019400,105.799442,,
105_1_S39,STOP_105_1_S39,,21.023400,105.798258,,
105_1_S40,STOP_105_1_S40,,21.027316,105.798058,,
105_1_S41,STOP_105_1_S41,,21.029783,105.800275,,
105_1_S42,STOP_105_1_S42,,21.028966,105.803508,,
105_1_S43,STOP_105_1_S43,,21.028232,105.805358,,
105_2_S1,STOP_105_2_S1,,21.028232,105.805358,,
105_2_S2,STOP_105_2_S2,,21.029044,105.803564,,
105_2_S3,STOP_105_2_S3,,21.027116,105.798708,,
105_2_S4,STOP_105_2_S4,,21.023616,105.797908,,
105_2_S5,STOP_105_2_S5,,21.019333,105.799425,,
105_2_S6,STOP_105_2_S6,,21.015200,105.801142,,
105_2_S7,STOP_105_2_S7,,21.012667,105.801208,,
105_2_S8,STOP_105_2_S8,,21.010417,105.798608,,
105_2_S9,STOP_105_2_S9,,21.010100,105.798825,,
105_2_S10,STOP_105_2_S10,,21.007517,105.802325,,
105_2_S11,STOP_105_2_S11,,21.003183,105.800808,,
105_2_S12,STOP_105_2_S12,,21.000417,105.801609,,
105_2_S13,STOP_105_2_S13,,20.996617,105.804592,,
105_2_S14,STOP_105_2_S14,,20.993834,105.805641,,
105_2_S15,STOP_105_2_S15,,20.990717,105.801225,,
105_2_S16,STOP_105_2_S16,,20.988413,105.798049,,
105_2_S17,STOP_105_2_S17,,20.986134,105.794823,,
105_2_S18,STOP_105_2_S18,,20.983697,105.791504,,
105_2_S19,STOP_105_2_S19,,20.980652,105.787742,,
105_2_S20,STOP_105_2_S20,,20.979526,105.786296,,
105_2_S21,STOP_105_2_S21,,20.975734,105.781392,,
105_2_S22,STOP_105_2_S22,,20.972717,105.782259,,
105_2_S23,STOP_105_2_S23,,20.969234,105.785225,,
105_2_S24,STOP_105_2_S24,,20.967134,105.789325,,
105_2_S25,STOP_105_2_S25,,20.964734,105.793925,,
105_2_S26,STOP_105_2_S26,,20.962834,105.794725,,
105_2_S27,STOP_105_2_S27,,20.960868,105.792125,,
105_2_S28,STOP_105_2_S28,,20.959534,105.788575,,
105_2_S29,STOP_105_2_S29,,20.962068,105.785592,,
105_2_S30,STOP_105_2_S30,,20.964018,105.783892,,
105_2_S31,STOP_105_2_S31,,20.967284,105.780792,,
105_2_S32,STOP_105_2_S32,,20.969351,105.779242,,
105_2_S33,STOP_105_2_S33,,20.967918,105.776192,,
105_2_S34,STOP_105_2_S34,,20.965784,105.772742,,
105_2_S35,STOP_105_2_S35,,20.965034,105.767626,,
105_2_S36,STOP_105_2_S36,,20.963418,105.763542,,
105_2_S37,STOP_105_2_S37,,20.965601,105.759709,,
105_2_S38,STOP_105_2_S38,,20.967968,105.755476,,
105_2_S39,STOP_105_2_S39,,20.966501,105.751726,,
105_2_S40,STOP_105_2_S40,,20.962718,105.747226,,
105_2_S41,STOP_105_2_S41,,20.958718,105.740060,,
105_2_S42,STOP_105_2_S42,,20.956668,105.736543,,
105_2_S43,STOP_105_2_S43,,20.958768,105.732626,,
106_1_S1,STOP_106_1_S1,,20.981434,105.784009,,
106_1_S2,STOP_106_1_S2,,20.975734,105.781392,,
106_1_S3,STOP_106_1_S3,,20.972717,105.782259,,
106_1_S4,STOP_106_1_S4,,20.969234,105.785225,,
106_1_S5,STOP_106_1_S5,,20.967134,105.789325,,
106_1_S6,STOP_106_1_S6,,20.964734,105.793925,,
106_1_S7,STOP_106_1_S7,,20.961934,105.799042,,
106_1_S8,STOP_106_1_S8,,20.959734,105.803092,,
106_1_S9,STOP_106_1_S9,,20.957618,105.807091,,
106_1_S10,STOP_106_1_S10,,20.959668,105.811475,,
106_1_S11,STOP_106_1_S11,,20.963480,105.817373,,
106_1_S12,STOP_106_1_S12,,20.965184,105.820774,,
106_1_S13,STOP_106_1_S13,,20.965684,105.823374,,
106_1_S14,STOP_106_1_S14,,20.965113,105.826138,,
106_1_S15,STOP_106_1_S15,,20.966168,105.831124,,
106_1_S16,STOP_106_1_S16,,20.966268,105.835560,,
106_1_S17,STOP_106_1_S17,,20.965869,105.839410,,
106_1_S18,STOP_106_1_S18,,20.965128,105.841673,,
106_1_S19,STOP_106_1_S19,,20.960314,105.842027,,
106_1_S20,STOP_106_1_S20,,20.965018,105.841957,,
106_1_S21,STOP_106_1_S21,,20.971297,105.841121,,
106_1_S22,STOP_106_1_S22,,20.980301,105.841241,,
106_1_S23,STOP_106_1_S23,,20.983801,105.844157,,
106_1_S24,STOP_106_1_S24,,20.983884,105.848774,,
106_1_S25,STOP_106_1_S25,,20.983701,105.853274,,
106_1_S26,STOP_106_1_S26,,20.986434,105.855924,,
106_1_S27,STOP_106_1_S27,,20.987101,105.858307,,
106_1_S28,STOP_106_1_S28,,20.985601,105.862340,,
106_1_S29,STOP_106_1_S29,,20.983851,105.867590,,
106_1_S30,STOP_106_1_S30,,20.982984,105.871373,,
106_1_S31,STOP_106_1_S31,,20.984351,105.873923,,
106_1_S32,STOP_106_1_S32,,20.988800,105.877490,,
106_1_S33,STOP_106_1_S33,,20.993267,105.879590,,
106_1_S34,STOP_106_1_S34,,20.996784,105.879756,,
106_1_S35,STOP_106_1_S35,,21.001617,105.877857,,
106_1_S36,STOP_106_1_S36,,21.025700,105.899639,,
106_1_S37,STOP_106_1_S37,,21.025230,105.901128,,
106_1_S38,STOP_106_1_S38,,21.026867,105.899172,,
106_2_S1,STOP_106_2_S1,,21.026867,105.899172,,
106_2_S2,STOP_106_2_S2,,21.002383,105.875290,,
106_2_S3,STOP_106_2_S3,,21.001750,105.877540,,
106_2_S4,STOP_106_2_S4,,20.996750,105.879740,,
106_2_S5,STOP_106_2_S5,,20.992867,105.879440,,
106_2_S6,STOP_106_2_S6,,20.988650,105.877323,,
106_2_S7,STOP_106_2_S7,,20.984217,105.874390,,
106_2_S8,STOP_106_2_S8,,20.983067,105.871673,,
106_2_S9,STOP_106_2_S9,,20.984117,105.867474,,
106_2_S10,STOP_106_2_S10,,20.985317,105.862757,,
106_2_S11,STOP_106_2_S11,,20.987217,105.858274,,
106_2_S12,STOP_106_2_S12,,20.986701,105.855190,,
106_2_S13,STOP_106_2_S13,,20.983934,105.853124,,
106_2_S14,STOP_106_2_S14,,20.984067,105.848691,,
106_2_S15,STOP_106_2_S15,,20.984034,105.844174,,
106_2_S16,STOP_106_2_S16,,20.980634,105.840691,,
106_2_S17,STOP_106_2_S17,,20.976517,105.840624,,
106_2_S18,STOP_106_2_S18,,20.972034,105.840607,,
106_2_S19,STOP_106_2_S19,,20.966151,105.840807,,
106_2_S20,STOP_106_2_S20,,20.966368,105.837991,,
106_2_S21,STOP_106_2_S21,,20.966718,105.834908,,
106_2_S22,STOP_106_2_S22,,20.966268,105.831374,,
106_2_S23,STOP_106_2_S23,,20.965251,105.826491,,
106_2_S24,STOP_106_2_S24,,20.965718,105.823241,,
106_2_S25,STOP_106_2_S25,,20.964868,105.820108,,
106_2_S26,STOP_106_2_S26,,20.963468,105.817308,,
106_2_S27,STOP_106_2_S27,,20.960201,105.812058,,
106_2_S28,STOP_106_2_S28,,20.957390,105.807806,,
106_2_S29,STOP_106_2_S29,,20.959551,105.803742,,
106_2_S30,STOP_106_2_S30,,20.962165,105.798817,,
106_2_S31,STOP_106_2_S31,,20.964900,105.793799,,
106_2_S32,STOP_106_2_S32,,20.967501,105.788925,,
106_2_S33,STOP_106_2_S33,,20.970401,105.784309,,
106_2_S34,STOP_106_2_S34,,20.972917,105.782425,,
106_2_S35,STOP_106_2_S35,,20.976084,105.782442,,
106_2_S36,STOP_106_2_S36,,20.979867,105.787292,,
106_2_S37,STOP_106_2_S37,,20.979526,105.786296,,
106_2_S38,STOP_106_2_S38,,20.981434,105.784009,,
107_1_S1,STOP_107_1_S1,,21.032233,105.829574,,
107_1_S2,STOP_107_1_S2,,21.028666,105.825308,,
107_1_S3,STOP_107_1_S3,,21.031067,105.817698,,
107_1_S4,STOP_107_1_S4,,21.027199,105.811775,,
107_1_S5,STOP_107_1_S5,,21.022450,105.809208,,
107_1_S6,STOP_107_1_S6,,21.018455,105.806888,,
107_1_S7,STOP_107_1_S7,,21.012667,105.801208,,
107_1_S8,STOP_107_1_S8,,21.010417,105.798608,,
107_1_S9,STOP_107_1_S9,,21.007500,105.794658,,
107_1_S10,STOP_107_1_S10,,21.003409,105.780561,,
107_1_S11,STOP_107_1_S11,,21.004688,105.775790,,
107_1_S12,STOP_107_1_S12,,21.005917,105.770059,,
107_1_S13,STOP_107_1_S13,,21.007850,105.759276,,
107_1_S14,STOP_107_1_S14,,21.009393,105.752446,,
107_1_S15,STOP_107_1_S15,,21.010219,105.744861,,
107_1_S16,STOP_107_1_S16,,21.011416,105.728593,,
107_1_S17,STOP_107_1_S17,,21.011933,105.719227,,
107_1_S18,STOP_107_1_S18,,21.011321,105.713510,,
107_1_S19,STOP_107_1_S19,,21.010831,105.710847,,
107_1_S20,STOP_107_1_S20,,21.008387,105.700124,,
107_1_S21,STOP_107_1_S21,,21.005733,105.685711,,
107_1_S22,STOP_107_1_S22,,21.004250,105.667812,,
107_1_S23,STOP_107_1_S23,,21.003583,105.657245,,
107_1_S24,STOP_107_1_S24,,21.003874,105.650741,,
107_1_S25,STOP_107_1_S25,,21.004361,105.642171,,
107_1_S26,STOP_107_1_S26,,21.003900,105.635512,,
107_1_S27,STOP_107_1_S27,,21.003171,105.629339,,
107_1_S28,STOP_107_1_S28,,21.001962,105.610018,,
107_1_S29,STOP_107_1_S29,,20.999550,105.595046,,
107_1_S30,STOP_107_1_S30,,20.994034,105.585496,,
107_1_S31,STOP_107_1_S31,,20.989750,105.572697,,
107_1_S32,STOP_107_1_S32,,20.990600,105.559347,,
107_1_S33,STOP_107_1_S33,,20.990834,105.555947,,
107_1_S34,STOP_107_1_S34,,20.991250,105.545397,,
107_1_S35,STOP_107_1_S35,,20.991167,105.537781,,
107_1_S36,STOP_107_1_S36,,21.000633,105.533215,,
107_1_S37,STOP_107_1_S37,,21.008783,105.530381,,
107_1_S38,STOP_107_1_S38,,21.009922,105.524452,,
107_1_S39,STOP_107_1_S39,,21.006683,105.518181,,
107_1_S40,STOP_107_1_S40,,21.000333,105.521865,,
107_1_S41,STOP_107_1_S41,,20.990534,105.516098,,
107_1_S42,STOP_107_1_S42,,20.990084,105.510348,,
107_1_S43,STOP_107_1_S43,,20.989900,105.503898,,
107_1_S44,STOP_107_1_S44,,20.991967,105.494832,,
107_1_S45,STOP_107_1_S45,,20.995933,105.487765,,
107_1_S46,STOP_107_1_S46,,21.010366,105.468299,,
107_1_S47,STOP_107_1_S47,,21.014833,105.463349,,
107_1_S48,STOP_107_1_S48,,21.037116,105.455732,,
107_2_S1,STOP_107_2_S1,,21.037116,105.455732,,
107_2_S2,STOP_107_2_S2,,21.014983,105.463099,,
107_2_S3,STOP_107_2_S3,,21.010133,105.468432,,
107_2_S4,STOP_107_2_S4,,20.995633,105.487999,,
107_2_S5,STOP_107_2_S5,,20.991817,105.494965,,
107_2_S6,STOP_107_2_S6,,20.989784,105.504232,,
107_2_S7,STOP_107_2_S7,,20.990034,105.510698,,
107_2_S8,STOP_107_2_S8,,20.990475,105.515749,,
107_2_S9,STOP_107_2_S9,,20.996683,105.523048,,
107_2_S10,STOP_107_2_S10,,21.000083,105.522031,,
107_2_S11,STOP_107_2_S11,,21.006333,105.518415,,
107_2_S12,STOP_107_2_S12,,21.009900,105.524265,,
107_2_S13,STOP_107_2_S13,,21.008900,105.530248,,
107_2_S14,STOP_107_2_S14,,21.000633,105.533064,,
107_2_S15,STOP_107_2_S15,,20.990084,105.537998,,
107_2_S16,STOP_107_2_S16,,20.990117,105.550197,,
107_2_S17,STOP_107_2_S17,,20.989500,105.559580,,
107_2_S18,STOP_107_2_S18,,20.988650,105.572330,,
107_2_S19,STOP_107_2_S19,,20.993684,105.587146,,
107_2_S20,STOP_107_2_S20,,20.997150,105.595380,,
107_2_S21,STOP_107_2_S21,,21.000853,105.606018,,
107_2_S22,STOP_107_2_S22,,21.001433,105.621679,,
107_2_S23,STOP_107_2_S23,,21.002347,105.630125,,
107_2_S24,STOP_107_2_S24,,21.002877,105.635624,,
107_2_S25,STOP_107_2_S25,,21.002960,105.648184,,
107_2_S26,STOP_107_2_S26,,21.002483,105.657911,,
107_2_S27,STOP_107_2_S27,,21.003267,105.668695,,
107_2_S28,STOP_107_2_S28,,21.004068,105.677471,,
107_2_S29,STOP_107_2_S29,,21.006765,105.697934,,
107_2_S30,STOP_107_2_S30,,21.009883,105.711344,,
107_2_S31,STOP_107_2_S31,,21.010866,105.718643,,
107_2_S32,STOP_107_2_S32,,21.010433,105.728965,,
107_2_S33,STOP_107_2_S33,,21.010150,105.731626,,
107_2_S34,STOP_107_2_S34,,21.009350,105.746143,,
107_2_S35,STOP_107_2_S35,,21.008350,105.751393,,
107_2_S36,STOP_107_2_S36,,21.006917,105.758476,,
107_2_S37,STOP_107_2_S37,,21.005060,105.767555,,
107_2_S38,STOP_107_2_S38,,21.003567,105.774709,,
107_2_S39,STOP_107_2_S39,,21.002400,105.780425,,
107_2_S40,STOP_107_2_S40,,21.003453,105.790282,,
107_2_S41,STOP_107_2_S41,,21.007040,105.794818,,
107_2_S42,STOP_107_2_S42,,21.010100,105.798825,,
107_2_S43,STOP_107_2_S43,,21.012848,105.801899,,
107_2_S44,STOP_107_2_S44,,21.018450,105.807258,,
107_2_S45,STOP_107_2_S45,,21.021702,105.809166,,
107_2_S46,STOP_107_2_S46,,21.024087,105.810582,,
107_2_S47,STOP_107_2_S47,,21.028454,105.812333,,
107_2_S48,STOP_107_2_S48,,21.030943,105.818608,,
107_2_S49,STOP_107_2_S49,,21.031589,105.822873,,
107_2_S50,STOP_107_2_S50,,21.032233,105.829574,,
108_1_S1,STOP_108_1_S1,,20.864737,105.866824,,
108_1_S2,STOP_108_1_S2,,20.863854,105.866857,,
108_1_S3,STOP_108_1_S3,,20.854270,105.870074,,
108_1_S4,STOP_108_1_S4,,20.843037,105.872624,,
108_1_S5,STOP_108_1_S5,,20.831004,105.877540,,
108_1_S6,STOP_108_1_S6,,20.823655,105.881707,,
108_1_S7,STOP_108_1_S7,,20.806655,105.883773,,
108_1_S8,STOP_108_1_S8,,20.797172,105.886606,,
108_1_S9,STOP_108_1_S9,,20.785972,105.892006,,
108_1_S10,STOP_108_1_S10,,20.773489,105.899023,,
108_1_S11,STOP_108_1_S11,,20.769406,105.903223,,
108_1_S12,STOP_108_1_S12,,20.762406,105.909223,,
108_1_S13,STOP_108_1_S13,,20.756211,105.911726,,
108_1_S14,STOP_108_1_S14,,20.747240,105.911339,,
108_1_S15,STOP_108_1_S15,,20.741540,105.913273,,
108_1_S16,STOP_108_1_S16,,20.737990,105.913306,,
108_1_S17,STOP_108_1_S17,,20.731274,105.912206,,
108_1_S18,STOP_108_1_S18,,20.720957,105.911339,,
108_1_S19,STOP_108_1_S19,,20.719174,105.911923,,
108_1_S20,STOP_108_1_S20,,20.718491,105.917773,,
108_1_S21,STOP_108_1_S21,,20.715557,105.927822,,
108_1_S22,STOP_108_1_S22,,20.712191,105.929772,,
108_1_S23,STOP_108_1_S23,,20.708774,105.941705,,
108_1_S24,STOP_108_1_S24,,20.708741,105.945389,,
108_1_S25,STOP_108_1_S25,,20.703624,105.951122,,
108_1_S26,STOP_108_1_S26,,20.700174,105.954555,,
108_1_S27,STOP_108_1_S27,,20.696224,105.955738,,
108_1_S28,STOP_108_1_S28,,20.692675,105.955255,,
108_1_S29,STOP_108_1_S29,,20.688141,105.956105,,
108_1_S30,STOP_108_1_S30,,20.684175,105.956805,,
108_1_S31,STOP_108_1_S31,,20.680075,105.957388,,
108_1_S32,STOP_108_1_S32,,20.673658,105.957038,,
108_1_S33,STOP_108_1_S33,,20.668992,105.953238,,
108_1_S34,STOP_108_1_S34,,20.665259,105.944955,,
108_1_S35,STOP_108_1_S35,,20.661547,105.943475,,
108_1_S36,STOP_108_1_S36,,20.654642,105.946822,,
108_1_S37,STOP_108_1_S37,,20.652759,105.952505,,
108_1_S38,STOP_108_1_S38,,20.651359,105.957755,,
108_2_S1,STOP_108_2_S1,,20.651359,105.957755,,
108_2_S2,STOP_108_2_S2,,20.652676,105.953022,,
108_2_S3,STOP_108_2_S3,,20.654876,105.946489,,
108_2_S4,STOP_108_2_S4,,20.661092,105.943589,,
108_2_S5,STOP_108_2_S5,,20.665359,105.945172,,
108_2_S6,STOP_108_2_S6,,20.669242,105.953572,,
108_2_S7,STOP_108_2_S7,,20.673325,105.956988,,
108_2_S8,STOP_108_2_S8,,20.679725,105.957455,,
108_2_S9,STOP_108_2_S9,,20.683625,105.956922,,
108_2_S10,STOP_108_2_S10,,20.687475,105.956272,,
108_2_S11,STOP_108_2_S11,,20.693125,105.955188,,
108_2_S12,STOP_108_2_S12,,20.696508,105.955955,,
108_2_S13,STOP_108_2_S13,,20.700308,105.954505,,
108_2_S14,STOP_108_2_S14,,20.703558,105.951339,,
108_2_S15,STOP_108_2_S15,,20.708891,105.945239,,
108_2_S16,STOP_108_2_S16,,20.708958,105.941989,,
108_2_S17,STOP_108_2_S17,,20.712457,105.929689,,
108_2_S18,STOP_108_2_S18,,20.715691,105.927722,,
108_2_S19,STOP_108_2_S19,,20.718491,105.918706,,
108_2_S20,STOP_108_2_S20,,20.719241,105.911689,,
108_2_S21,STOP_108_2_S21,,20.721607,105.911689,,
108_2_S22,STOP_108_2_S22,,20.731974,105.912273,,
108_2_S23,STOP_108_2_S23,,20.737123,105.913039,,
108_2_S24,STOP_108_2_S24,,20.741890,105.913256,,
108_2_S25,STOP_108_2_S25,,20.746507,105.911689,,
108_2_S26,STOP_108_2_S26,,20.753240,105.911356,,
108_2_S27,STOP_108_2_S27,,20.763023,105.908756,,
108_2_S28,STOP_108_2_S28,,20.769306,105.903473,,
108_2_S29,STOP_108_2_S29,,20.773989,105.898673,,
108_2_S30,STOP_108_2_S30,,20.785656,105.892223,,
108_2_S31,STOP_108_2_S31,,20.796605,105.886940,,
108_2_S32,STOP_108_2_S32,,20.806372,105.883823,,
108_2_S33,STOP_108_2_S33,,20.823138,105.882090,,
108_2_S34,STOP_108_2_S34,,20.830371,105.877973,,
108_2_S35,STOP_108_2_S35,,20.842871,105.872740,,
108_2_S36,STOP_108_2_S36,,20.854021,105.870190,,
108_2_S37,STOP_108_2_S37,,20.864737,105.866824,,
10A_1_S1,STOP_10A_1_S1,,21.040216,105.850791,,
10A_1_S2,STOP_10A_1_S2,,21.041582,105.849191,,
10A_1_S3,STOP_10A_1_S3,,21.042632,105.870607,,
10A_1_S4,STOP_10A_1_S4,,21.045932,105.875823,,
10A_1_S5,STOP_10A_1_S5,,21.047320,105.878690,,
10A_1_S6,STOP_10A_1_S6,,21.048763,105.881605,,
10A_1_S7,STOP_10A_1_S7,,21.052499,105.885840,,
10A_1_S8,STOP_10A_1_S8,,21.056961,105.889538,,
10A_1_S9,STOP_10A_1_S9,,21.061499,105.893906,,
10A_1_S10,STOP_10A_1_S10,,21.064765,105.897089,,
10A_1_S11,STOP_10A_1_S11,,21.068665,105.900823,,
10A_1_S12,STOP_10A_1_S12,,21.074795,105.906880,,
10A_1_S13,STOP_10A_1_S13,,21.079807,105.911401,,
10A_1_S14,STOP_10A_1_S14,,21.084160,105.915730,,
10A_1_S15,STOP_10A_1_S15,,21.088398,105.919972,,
10A_1_S16,STOP_10A_1_S16,,21.092965,105.924406,,
10A_1_S17,STOP_10A_1_S17,,21.095881,105.927339,,
10A_1_S18,STOP_10A_1_S18,,21.099100,105.930812,,
10A_1_S19,STOP_10A_1_S19,,21.105115,105.938039,,
10A_1_S20,STOP_10A_1_S20,,21.110464,105.945688,,
10A_1_S21,STOP_10A_1_S21,,21.113614,105.951371,,
10A_1_S22,STOP_10A_1_S22,,21.116430,105.956405,,
10A_1_S23,STOP_10A_1_S23,,21.119714,105.962321,,
10A_1_S24,STOP_10A_1_S24,,21.122614,105.967388,,
10A_1_S25,STOP_10A_1_S25,,21.124980,105.971521,,
10A_2_S1,STOP_10A_2_S1,,21.124980,105.971521,,
10A_2_S2,STOP_10A_2_S2,,21.121014,105.964438,,
10A_2_S3,STOP_10A_2_S3,,21.119480,105.961688,,
10A_2_S4,STOP_10A_2_S4,,21.117747,105.958588,,
10A_2_S5,STOP_10A_2_S5,,21.114230,105.951871,,
10A_2_S6,STOP_10A_2_S6,,21.105565,105.938221,,
10A_2_S7,STOP_10A_2_S7,,21.099181,105.930705,,
10A_2_S8,STOP_10A_2_S8,,21.096764,105.927942,,
10A_2_S9,STOP_10A_2_S9,,21.092973,105.924289,,
10A_2_S10,STOP_10A_2_S10,,21.088048,105.919456,,
10A_2_S11,STOP_10A_2_S11,,21.084248,105.915672,,
10A_2_S12,STOP_10A_2_S12,,21.080646,105.912068,,
10A_2_S13,STOP_10A_2_S13,,21.074798,105.906522,,
10A_2_S14,STOP_10A_2_S14,,21.068516,105.900289,,
10A_2_S15,STOP_10A_2_S15,,21.065179,105.897186,,
10A_2_S16,STOP_10A_2_S16,,21.061544,105.893709,,
10A_2_S17,STOP_10A_2_S17,,21.058132,105.890261,,
10A_2_S18,STOP_10A_2_S18,,21.052587,105.885594,,
10A_2_S19,STOP_10A_2_S19,,21.049782,105.883057,,
10A_2_S20,STOP_10A_2_S20,,21.045799,105.875123,,
10A_2_S21,STOP_10A_2_S21,,21.042601,105.870286,,
10A_2_S22,STOP_10A_2_S22,,21.041732,105.849307,,
10A_2_S23,STOP_10A_2_S23,,21.040216,105.850791,,
10B_1_S1,STOP_10B_1_S1,,21.043432,105.847657,,
10B_1_S2,STOP_10B_1_S2,,21.041582,105.849191,,
10B_1_S3,STOP_10B_1_S3,,21.037816,105.852590,,
10B_1_S4,STOP_10B_1_S4,,21.042812,105.871036,,
10B_1_S5,STOP_10B_1_S5,,21.045932,105.875823,,
10B_1_S6,STOP_10B_1_S6,,21.047320,105.878690,,
10B_1_S7,STOP_10B_1_S7,,21.048763,105.881605,,
10B_1_S8,STOP_10B_1_S8,,21.052499,105.885840,,
10B_1_S9,STOP_10B_1_S9,,21.056961,105.889538,,
10B_1_S10,STOP_10B_1_S10,,21.061499,105.893906,,
10B_1_S11,STOP_10B_1_S11,,21.064765,105.897089,,
10B_1_S12,STOP_10B_1_S12,,21.068665,105.900823,,
10B_1_S13,STOP_10B_1_S13,,21.074795,105.906880,,
10B_1_S14,STOP_10B_1_S14,,21.079807,105.911401,,
10B_1_S15,STOP_10B_1_S15,,21.084160,105.915730,,
10B_1_S16,STOP_10B_1_S16,,21.088398,105.919972,,
10B_1_S17,STOP_10B_1_S17,,21.092965,105.924406,,
10B_1_S18,STOP_10B_1_S18,,21.095881,105.927339,,
10B_1_S19,STOP_10B_1_S19,,21.095681,105.930372,,
10B_1_S20,STOP_10B_1_S20,,21.088915,105.938305,,
10B_1_S21,STOP_10B_1_S21,,21.085815,105.939605,,
10B_1_S22,STOP_10B_1_S22,,21.083665,105.940038,,
10B_1_S23,STOP_10B_1_S23,,21.080798,105.939405,,
10B_1_S24,STOP_10B_1_S24,,21.076482,105.943188,,
10B_1_S25,STOP_10B_1_S25,,21.062782,105.955238,,
10B_1_S26,STOP_10B_1_S26,,21.062049,105.966421,,
10B_1_S27,STOP_10B_1_S27,,21.061099,105.982187,,
10B_2_S1,STOP_10B_2_S1,,21.061099,105.982187,,
10B_2_S2,STOP_10B_2_S2,,21.062115,105.965505,,
10B_2_S3,STOP_10B_2_S3,,21.062732,105.955955,,
10B_2_S4,STOP_10B_2_S4,,21.076815,105.942838,,
10B_2_S5,STOP_10B_2_S5,,21.081693,105.939606,,
10B_2_S6,STOP_10B_2_S6,,21.083232,105.939988,,
10B_2_S7,STOP_10B_2_S7,,21.086665,105.939488,,
10B_2_S8,STOP_10B_2_S8,,21.089221,105.938110,,
10B_2_S9,STOP_10B_2_S9,,21.095447,105.930875,,
10B_2_S10,STOP_10B_2_S10,,21.096764,105.927942,,
10B_2_S11,STOP_10B_2_S11,,21.092973,105.924289,,
10B_2_S12,STOP_10B_2_S12,,21.088048,105.919456,,
10B_2_S13,STOP_10B_2_S13,,21.084248,105.915672,,
10B_2_S14,STOP_10B_2_S14,,21.080646,105.912068,,
10B_2_S15,STOP_10B_2_S15,,21.074798,105.906522,,
