route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
06B_2,FULLW,06B_2_MD_12,,,,
06C_1,FULLW,06C_1_MD_1,,,,
06C_1,FULLW,06C_1_MD_2,,,,
06C_1,FULLW,06C_1_MD_3,,,,
06C_1,FULLW,06C_1_MD_4,,,,
06C_1,FULLW,06C_1_MD_5,,,,
06C_1,FULLW,06C_1_MD_6,,,,
06C_1,FULLW,06C_1_MD_7,,,,
06C_1,FULLW,06C_1_MD_8,,,,
06C_2,FULLW,06C_2_MD_1,,,,
06C_2,FULLW,06C_2_MD_2,,,,
06C_2,FULLW,06C_2_MD_3,,,,
06C_2,FULLW,06C_2_MD_4,,,,
06C_2,FULLW,06C_2_MD_5,,,,
06C_2,FULLW,06C_2_MD_6,,,,
06C_2,FULLW,06C_2_MD_7,,,,
06C_2,FULLW,06C_2_MD_8,,,,
06D_1,FULLW,06D_1_MD_1,,,,
06D_1,FULLW,06D_1_MD_2,,,,
06D_1,FULLW,06D_1_MD_3,,,,
06D_1,FULLW,06D_1_MD_4,,,,
06D_1,FULLW,06D_1_MD_5,,,,
06D_1,FULLW,06D_1_MD_6,,,,
06D_1,FULLW,06D_1_MD_7,,,,
06D_1,FULLW,06D_1_MD_8,,,,
06D_1,FULLW,06D_1_MD_9,,,,
06D_1,FULLW,06D_1_MD_10,,,,
06D_2,FULLW,06D_2_MD_1,,,,
06D_2,FULLW,06D_2_MD_2,,,,
06D_2,FULLW,06D_2_MD_3,,,,
06D_2,FULLW,06D_2_MD_4,,,,
06D_2,FULLW,06D_2_MD_5,,,,
06D_2,FULLW,06D_2_MD_6,,,,
06D_2,FULLW,06D_2_MD_7,,,,
06D_2,FULLW,06D_2_MD_8,,,,
06D_2,FULLW,06D_2_MD_9,,,,
06D_2,FULLW,06D_2_MD_10,,,,
06E_1,FULLW,06E_1_MD_1,,,,
06E_1,FULLW,06E_1_MD_2,,,,
06E_1,FULLW,06E_1_MD_3,,,,
06E_1,FULLW,06E_1_MD_4,,,,
06E_1,FULLW,06E_1_MD_5,,,,
06E_1,FULLW,06E_1_MD_6,,,,
06E_1,FULLW,06E_1_MD_7,,,,
06E_1,FULLW,06E_1_MD_8,,,,
06E_1,FULLW,06E_1_MD_9,,,,
06E_1,FULLW,06E_1_MD_10,,,,
06E_1,FULLW,06E_1_MD_11,,,,
06E_1,FULLW,06E_1_MD_12,,,,
06E_1,FULLW,06E_1_MD_13,,,,
06E_1,FULLW,06E_1_MD_14,,,,
06E_1,FULLW,06E_1_MD_15,,,,
06E_2,FULLW,06E_2_MD_1,,,,
06E_2,FULLW,06E_2_MD_2,,,,
06E_2,FULLW,06E_2_MD_3,,,,
06E_2,FULLW,06E_2_MD_4,,,,
06E_2,FULLW,06E_2_MD_5,,,,
06E_2,FULLW,06E_2_MD_6,,,,
06E_2,FULLW,06E_2_MD_7,,,,
06E_2,FULLW,06E_2_MD_8,,,,
06E_2,FULLW,06E_2_MD_9,,,,
06E_2,FULLW,06E_2_MD_10,,,,
07_1,FULLW,07_1_MD_1,,,,
07_1,FULLW,07_1_MD_2,,,,
07_1,FULLW,07_1_MD_3,,,,
07_1,FULLW,07_1_MD_4,,,,
07_1,FULLW,07_1_MD_5,,,,
07_1,FULLW,07_1_MD_6,,,,
07_1,FULLW,07_1_MD_7,,,,
07_1,FULLW,07_1_MD_8,,,,
07_1,FULLW,07_1_MD_9,,,,
07_1,FULLW,07_1_MD_10,,,,
07_1,FULLW,07_1_MD_11,,,,
07_1,FULLW,07_1_MD_12,,,,
07_1,FULLW,07_1_MD_13,,,,
07_1,FULLW,07_1_MD_14,,,,
07_1,FULLW,07_1_MD_15,,,,
07_1,FULLW,07_1_MD_16,,,,
07_1,FULLW,07_1_MD_17,,,,
07_1,FULLW,07_1_MD_18,,,,
07_1,FULLW,07_1_MD_19,,,,
07_1,FULLW,07_1_MD_20,,,,
07_1,FULLW,07_1_MD_21,,,,
07_1,FULLW,07_1_MD_22,,,,
07_1,FULLW,07_1_MD_23,,,,
07_1,FULLW,07_1_MD_24,,,,
07_1,FULLW,07_1_MD_25,,,,
07_1,FULLW,07_1_MD_26,,,,
07_1,FULLW,07_1_MD_27,,,,
07_1,FULLW,07_1_MD_28,,,,
07_1,FULLW,07_1_MD_29,,,,
07_1,FULLW,07_1_MD_30,,,,
07_1,FULLW,07_1_MD_31,,,,
07_1,FULLW,07_1_MD_32,,,,
07_1,FULLW,07_1_MD_33,,,,
07_1,FULLW,07_1_MD_34,,,,
07_1,FULLW,07_1_MD_35,,,,
07_1,FULLW,07_1_MD_36,,,,
07_1,FULLW,07_1_MD_37,,,,
07_1,FULLW,07_1_MD_38,,,,
07_1,FULLW,07_1_MD_39,,,,
07_1,FULLW,07_1_MD_40,,,,
07_1,FULLW,07_1_MD_41,,,,
07_1,FULLW,07_1_MD_42,,,,
07_1,FULLW,07_1_MD_43,,,,
07_1,FULLW,07_1_MD_44,,,,
07_1,FULLW,07_1_MD_45,,,,
07_1,FULLW,07_1_MD_46,,,,
07_1,FULLW,07_1_MD_47,,,,
07_1,FULLW,07_1_MD_48,,,,
07_2,FULLW,07_2_MD_1,,,,
07_2,FULLW,07_2_MD_2,,,,
07_2,FULLW,07_2_MD_3,,,,
07_2,FULLW,07_2_MD_4,,,,
07_2,FULLW,07_2_MD_5,,,,
07_2,FULLW,07_2_MD_6,,,,
07_2,FULLW,07_2_MD_7,,,,
07_2,FULLW,07_2_MD_8,,,,
07_2,FULLW,07_2_MD_9,,,,
07_2,FULLW,07_2_MD_10,,,,
07_2,FULLW,07_2_MD_11,,,,
07_2,FULLW,07_2_MD_12,,,,
07_2,FULLW,07_2_MD_13,,,,
07_2,FULLW,07_2_MD_14,,,,
07_2,FULLW,07_2_MD_15,,,,
07_2,FULLW,07_2_MD_16,,,,
07_2,FULLW,07_2_MD_17,,,,
07_2,FULLW,07_2_MD_18,,,,
07_2,FULLW,07_2_MD_19,,,,
07_2,FULLW,07_2_MD_20,,,,
07_2,FULLW,07_2_MD_21,,,,
07_2,FULLW,07_2_MD_22,,,,
07_2,FULLW,07_2_MD_23,,,,
07_2,FULLW,07_2_MD_24,,,,
07_2,FULLW,07_2_MD_25,,,,
07_2,FULLW,07_2_MD_26,,,,
07_2,FULLW,07_2_MD_27,,,,
07_2,FULLW,07_2_MD_28,,,,
07_2,FULLW,07_2_MD_29,,,,
07_2,FULLW,07_2_MD_30,,,,
07_2,FULLW,07_2_MD_31,,,,
07_2,FULLW,07_2_MD_32,,,,
07_2,FULLW,07_2_MD_33,,,,
07_2,FULLW,07_2_MD_34,,,,
07_2,FULLW,07_2_MD_35,,,,
07_2,FULLW,07_2_MD_36,,,,
07_2,FULLW,07_2_MD_37,,,,
07_2,FULLW,07_2_MD_38,,,,
07_2,FULLW,07_2_MD_39,,,,
07_2,FULLW,07_2_MD_40,,,,
07_2,FULLW,07_2_MD_41,,,,
07_2,FULLW,07_2_MD_42,,,,
07_2,FULLW,07_2_MD_43,,,,
07_2,FULLW,07_2_MD_44,,,,
07_2,FULLW,07_2_MD_45,,,,
07_2,FULLW,07_2_MD_46,,,,
07_2,FULLW,07_2_MD_47,,,,
07_2,FULLW,07_2_MD_48,,,,
08A_1,FULLW,08A_1_MD_1,,,,
08A_1,FULLW,08A_1_MD_2,,,,
08A_1,FULLW,08A_1_MD_3,,,,
08A_1,FULLW,08A_1_MD_4,,,,
08A_1,FULLW,08A_1_MD_5,,,,
08A_1,FULLW,08A_1_MD_6,,,,
08A_1,FULLW,08A_1_MD_7,,,,
08A_1,FULLW,08A_1_MD_8,,,,
08A_1,FULLW,08A_1_MD_9,,,,
08A_1,FULLW,08A_1_MD_10,,,,
08A_1,FULLW,08A_1_MD_11,,,,
08A_1,FULLW,08A_1_MD_12,,,,
08A_1,FULLW,08A_1_MD_13,,,,
08A_1,FULLW,08A_1_MD_14,,,,
08A_1,FULLW,08A_1_MD_15,,,,
08A_1,FULLW,08A_1_MD_16,,,,
08A_1,FULLW,08A_1_MD_17,,,,
08A_1,FULLW,08A_1_MD_18,,,,
08A_1,FULLW,08A_1_MD_19,,,,
08A_1,FULLW,08A_1_MD_20,,,,
08A_1,FULLW,08A_1_MD_21,,,,
08A_1,FULLW,08A_1_MD_22,,,,
08A_1,FULLW,08A_1_MD_23,,,,
08A_1,FULLW,08A_1_MD_24,,,,
08A_1,FULLW,08A_1_MD_25,,,,
08A_1,FULLW,08A_1_MD_26,,,,
08A_1,FULLW,08A_1_MD_27,,,,
08A_1,FULLW,08A_1_MD_28,,,,
08A_1,FULLW,08A_1_MD_29,,,,
08A_1,FULLW,08A_1_MD_30,,,,
08A_1,FULLW,08A_1_MD_31,,,,
08A_1,FULLW,08A_1_MD_32,,,,
08A_1,FULLW,08A_1_MD_33,,,,
08A_1,FULLW,08A_1_MD_34,,,,
08A_1,FULLW,08A_1_MD_35,,,,
08A_1,FULLW,08A_1_MD_36,,,,
08A_1,FULLW,08A_1_MD_37,,,,
08A_1,FULLW,08A_1_MD_38,,,,
08A_1,FULLW,08A_1_MD_39,,,,
08A_1,FULLW,08A_1_MD_40,,,,
08A_1,FULLW,08A_1_MD_41,,,,
08A_1,FULLW,08A_1_MD_42,,,,
08A_1,FULLW,08A_1_MD_43,,,,
08A_2,FULLW,08A_2_MD_1,,,,
08A_2,FULLW,08A_2_MD_2,,,,
08A_2,FULLW,08A_2_MD_3,,,,
08A_2,FULLW,08A_2_MD_4,,,,
08A_2,FULLW,08A_2_MD_5,,,,
08A_2,FULLW,08A_2_MD_6,,,,
08A_2,FULLW,08A_2_MD_7,,,,
08A_2,FULLW,08A_2_MD_8,,,,
08A_2,FULLW,08A_2_MD_9,,,,
08A_2,FULLW,08A_2_MD_10,,,,
08A_2,FULLW,08A_2_MD_11,,,,
08A_2,FULLW,08A_2_MD_12,,,,
08A_2,FULLW,08A_2_MD_13,,,,
08A_2,FULLW,08A_2_MD_14,,,,
08A_2,FULLW,08A_2_MD_15,,,,
08A_2,FULLW,08A_2_MD_16,,,,
08A_2,FULLW,08A_2_MD_17,,,,
08A_2,FULLW,08A_2_MD_18,,,,
08A_2,FULLW,08A_2_MD_19,,,,
08A_2,FULLW,08A_2_MD_20,,,,
08A_2,FULLW,08A_2_MD_21,,,,
08A_2,FULLW,08A_2_MD_22,,,,
08A_2,FULLW,08A_2_MD_23,,,,
08A_2,FULLW,08A_2_MD_24,,,,
08A_2,FULLW,08A_2_MD_25,,,,
08A_2,FULLW,08A_2_MD_26,,,,
08A_2,FULLW,08A_2_MD_27,,,,
08A_2,FULLW,08A_2_MD_28,,,,
08A_2,FULLW,08A_2_MD_29,,,,
08A_2,FULLW,08A_2_MD_30,,,,
08A_2,FULLW,08A_2_MD_31,,,,
08A_2,FULLW,08A_2_MD_32,,,,
08A_2,FULLW,08A_2_MD_33,,,,
08A_2,FULLW,08A_2_MD_34,,,,
08A_2,FULLW,08A_2_MD_35,,,,
08A_2,FULLW,08A_2_MD_36,,,,
08A_2,FULLW,08A_2_MD_37,,,,
08A_2,FULLW,08A_2_MD_38,,,,
08A_2,FULLW,08A_2_MD_39,,,,
08A_2,FULLW,08A_2_MD_40,,,,
08A_2,FULLW,08A_2_MD_41,,,,
08A_2,FULLW,08A_2_MD_42,,,,
08A_2,FULLW,08A_2_MD_43,,,,
08B_1,FULLW,08B_1_MD_1,,,,
08B_1,FULLW,08B_1_MD_2,,,,
08B_1,FULLW,08B_1_MD_3,,,,
08B_1,FULLW,08B_1_MD_4,,,,
08B_1,FULLW,08B_1_MD_5,,,,
08B_1,FULLW,08B_1_MD_6,,,,
08B_1,FULLW,08B_1_MD_7,,,,
08B_1,FULLW,08B_1_MD_8,,,,
08B_1,FULLW,08B_1_MD_9,,,,
08B_1,FULLW,08B_1_MD_10,,,,
08B_1,FULLW,08B_1_MD_11,,,,
08B_1,FULLW,08B_1_MD_12,,,,
08B_1,FULLW,08B_1_MD_13,,,,
08B_1,FULLW,08B_1_MD_14,,,,
08B_1,FULLW,08B_1_MD_15,,,,
08B_1,FULLW,08B_1_MD_16,,,,
08B_1,FULLW,08B_1_MD_17,,,,
08B_1,FULLW,08B_1_MD_18,,,,
08B_1,FULLW,08B_1_MD_19,,,,
08B_1,FULLW,08B_1_MD_20,,,,
08B_1,FULLW,08B_1_MD_21,,,,
08B_1,FULLW,08B_1_MD_22,,,,
08B_2,FULLW,08B_2_MD_1,,,,
08B_2,FULLW,08B_2_MD_2,,,,
08B_2,FULLW,08B_2_MD_3,,,,
08B_2,FULLW,08B_2_MD_4,,,,
08B_2,FULLW,08B_2_MD_5,,,,
08B_2,FULLW,08B_2_MD_6,,,,
08B_2,FULLW,08B_2_MD_7,,,,
08B_2,FULLW,08B_2_MD_8,,,,
08B_2,FULLW,08B_2_MD_9,,,,
08B_2,FULLW,08B_2_MD_10,,,,
08B_2,FULLW,08B_2_MD_11,,,,
08B_2,FULLW,08B_2_MD_12,,,,
08B_2,FULLW,08B_2_MD_13,,,,
08B_2,FULLW,08B_2_MD_14,,,,
08B_2,FULLW,08B_2_MD_15,,,,
08B_2,FULLW,08B_2_MD_16,,,,
08B_2,FULLW,08B_2_MD_17,,,,
08B_2,FULLW,08B_2_MD_18,,,,
08B_2,FULLW,08B_2_MD_19,,,,
08B_2,FULLW,08B_2_MD_20,,,,
08B_2,FULLW,08B_2_MD_21,,,,
08B_2,FULLW,08B_2_MD_22,,,,
09_1,FULLW,09_1_MD_1,,,,
09_1,FULLW,09_1_MD_2,,,,
09_1,FULLW,09_1_MD_3,,,,
09_1,FULLW,09_1_MD_4,,,,
09_1,FULLW,09_1_MD_5,,,,
09_1,FULLW,09_1_MD_6,,,,
09_1,FULLW,09_1_MD_7,,,,
09_1,FULLW,09_1_MD_8,,,,
09_1,FULLW,09_1_MD_9,,,,
09_1,FULLW,09_1_MD_10,,,,
09_1,FULLW,09_1_MD_11,,,,
09_1,FULLW,09_1_MD_12,,,,
09_1,FULLW,09_1_MD_13,,,,
09_1,FULLW,09_1_MD_14,,,,
09_1,FULLW,09_1_MD_15,,,,
09_1,FULLW,09_1_MD_16,,,,
09_1,FULLW,09_1_MD_17,,,,
09_1,FULLW,09_1_MD_18,,,,
09_1,FULLW,09_1_MD_19,,,,
09_1,FULLW,09_1_MD_20,,,,
09_1,FULLW,09_1_MD_21,,,,
09_1,FULLW,09_1_MD_22,,,,
09_1,FULLW,09_1_MD_23,,,,
09_1,FULLW,09_1_MD_24,,,,
09_1,FULLW,09_1_MD_25,,,,
09_1,FULLW,09_1_MD_26,,,,
09_1,FULLW,09_1_MD_27,,,,
09_1,FULLW,09_1_MD_28,,,,
09_1,FULLW,09_1_MD_29,,,,
09_1,FULLW,09_1_MD_30,,,,
09_1,FULLW,09_1_MD_31,,,,
09_1,FULLW,09_1_MD_32,,,,
09_1,FULLW,09_1_MD_33,,,,
09_1,FULLW,09_1_MD_34,,,,
09_1,FULLW,09_1_MD_35,,,,
09_1,FULLW,09_1_MD_36,,,,
09_1,FULLW,09_1_MD_37,,,,
09_1,FULLW,09_1_MD_38,,,,
09_1,FULLW,09_1_MD_39,,,,
09_1,FULLW,09_1_MD_40,,,,
09_1,FULLW,09_1_MD_41,,,,
09_1,FULLW,09_1_MD_42,,,,
09_1,FULLW,09_1_MD_43,,,,
09_2,FULLW,09_2_MD_1,,,,
09_2,FULLW,09_2_MD_2,,,,
09_2,FULLW,09_2_MD_3,,,,
09_2,FULLW,09_2_MD_4,,,,
09_2,FULLW,09_2_MD_5,,,,
09_2,FULLW,09_2_MD_6,,,,
09_2,FULLW,09_2_MD_7,,,,
09_2,FULLW,09_2_MD_8,,,,
09_2,FULLW,09_2_MD_9,,,,
09_2,FULLW,09_2_MD_10,,,,
09_2,FULLW,09_2_MD_11,,,,
09_2,FULLW,09_2_MD_12,,,,
09_2,FULLW,09_2_MD_13,,,,
09_2,FULLW,09_2_MD_14,,,,
09_2,FULLW,09_2_MD_15,,,,
09_2,FULLW,09_2_MD_16,,,,
09_2,FULLW,09_2_MD_17,,,,
09_2,FULLW,09_2_MD_18,,,,
09_2,FULLW,09_2_MD_19,,,,
09_2,FULLW,09_2_MD_20,,,,
09_2,FULLW,09_2_MD_21,,,,
09_2,FULLW,09_2_MD_22,,,,
09_2,FULLW,09_2_MD_23,,,,
09_2,FULLW,09_2_MD_24,,,,
09_2,FULLW,09_2_MD_25,,,,
09_2,FULLW,09_2_MD_26,,,,
09_2,FULLW,09_2_MD_27,,,,
09_2,FULLW,09_2_MD_28,,,,
09_2,FULLW,09_2_MD_29,,,,
09_2,FULLW,09_2_MD_30,,,,
09_2,FULLW,09_2_MD_31,,,,
09_2,FULLW,09_2_MD_32,,,,
09_2,FULLW,09_2_MD_33,,,,
09_2,FULLW,09_2_MD_34,,,,
09_2,FULLW,09_2_MD_35,,,,
09_2,FULLW,09_2_MD_36,,,,
09_2,FULLW,09_2_MD_37,,,,
09_2,FULLW,09_2_MD_38,,,,
09_2,FULLW,09_2_MD_39,,,,
09_2,FULLW,09_2_MD_40,,,,
09_2,FULLW,09_2_MD_41,,,,
09_2,FULLW,09_2_MD_42,,,,
09_2,FULLW,09_2_MD_43,,,,
10A_1,FULLW,10A_1_MD_1,,,,
10A_1,FULLW,10A_1_MD_2,,,,
10A_1,FULLW,10A_1_MD_3,,,,
10A_1,FULLW,10A_1_MD_4,,,,
10A_1,FULLW,10A_1_MD_5,,,,
10A_1,FULLW,10A_1_MD_6,,,,
10A_1,FULLW,10A_1_MD_7,,,,
10A_1,FULLW,10A_1_MD_8,,,,
10A_1,FULLW,10A_1_MD_9,,,,
10A_1,FULLW,10A_1_MD_10,,,,
10A_1,FULLW,10A_1_MD_11,,,,
10A_1,FULLW,10A_1_MD_12,,,,
10A_1,FULLW,10A_1_MD_13,,,,
10A_1,FULLW,10A_1_MD_14,,,,
10A_1,FULLW,10A_1_MD_15,,,,
10A_1,FULLW,10A_1_MD_16,,,,
10A_1,FULLW,10A_1_MD_17,,,,
10A_1,FULLW,10A_1_MD_18,,,,
10A_1,FULLW,10A_1_MD_19,,,,
10A_1,FULLW,10A_1_MD_20,,,,
10A_1,FULLW,10A_1_MD_21,,,,
10A_1,FULLW,10A_1_MD_22,,,,
10A_1,FULLW,10A_1_MD_23,,,,
10A_1,FULLW,10A_1_MD_24,,,,
10A_1,FULLW,10A_1_MD_25,,,,
10A_1,FULLW,10A_1_MD_26,,,,
10A_1,FULLW,10A_1_MD_27,,,,
10A_1,FULLW,10A_1_MD_28,,,,
10A_1,FULLW,10A_1_MD_29,,,,
10A_1,FULLW,10A_1_MD_30,,,,
10A_1,FULLW,10A_1_MD_31,,,,
10A_1,FULLW,10A_1_MD_32,,,,
10A_1,FULLW,10A_1_MD_33,,,,
10A_1,FULLW,10A_1_MD_34,,,,
10A_1,FULLW,10A_1_MD_35,,,,
10A_1,FULLW,10A_1_MD_36,,,,
10A_1,FULLW,10A_1_MD_37,,,,
10A_1,FULLW,10A_1_MD_38,,,,
10A_1,FULLW,10A_1_MD_39,,,,
10A_1,FULLW,10A_1_MD_40,,,,
10A_1,FULLW,10A_1_MD_41,,,,
10A_1,FULLW,10A_1_MD_42,,,,
10A_1,FULLW,10A_1_MD_43,,,,
10A_2,FULLW,10A_2_MD_1,,,,
10A_2,FULLW,10A_2_MD_2,,,,
10A_2,FULLW,10A_2_MD_3,,,,
10A_2,FULLW,10A_2_MD_4,,,,
10A_2,FULLW,10A_2_MD_5,,,,
10A_2,FULLW,10A_2_MD_6,,,,
10A_2,FULLW,10A_2_MD_7,,,,
10A_2,FULLW,10A_2_MD_8,,,,
10A_2,FULLW,10A_2_MD_9,,,,
10A_2,FULLW,10A_2_MD_10,,,,
10A_2,FULLW,10A_2_MD_11,,,,
10A_2,FULLW,10A_2_MD_12,,,,
10A_2,FULLW,10A_2_MD_13,,,,
10A_2,FULLW,10A_2_MD_14,,,,
10A_2,FULLW,10A_2_MD_15,,,,
10A_2,FULLW,10A_2_MD_16,,,,
10A_2,FULLW,10A_2_MD_17,,,,
10A_2,FULLW,10A_2_MD_18,,,,
10A_2,FULLW,10A_2_MD_19,,,,
10A_2,FULLW,10A_2_MD_20,,,,
10A_2,FULLW,10A_2_MD_21,,,,
10A_2,FULLW,10A_2_MD_22,,,,
10A_2,FULLW,10A_2_MD_23,,,,
10A_2,FULLW,10A_2_MD_24,,,,
10A_2,FULLW,10A_2_MD_25,,,,
10A_2,FULLW,10A_2_MD_26,,,,
10A_2,FULLW,10A_2_MD_27,,,,
10A_2,FULLW,10A_2_MD_28,,,,
10A_2,FULLW,10A_2_MD_29,,,,
10A_2,FULLW,10A_2_MD_30,,,,
10A_2,FULLW,10A_2_MD_31,,,,
10A_2,FULLW,10A_2_MD_32,,,,
10A_2,FULLW,10A_2_MD_33,,,,
10A_2,FULLW,10A_2_MD_34,,,,
10A_2,FULLW,10A_2_MD_35,,,,
10A_2,FULLW,10A_2_MD_36,,,,
10A_2,FULLW,10A_2_MD_37,,,,
10A_2,FULLW,10A_2_MD_38,,,,
10A_2,FULLW,10A_2_MD_39,,,,
10A_2,FULLW,10A_2_MD_40,,,,
10A_2,FULLW,10A_2_MD_41,,,,
10A_2,FULLW,10A_2_MD_42,,,,
10A_2,FULLW,10A_2_MD_43,,,,
10B_1,FULLW,10B_1_MD_1,,,,
10B_1,FULLW,10B_1_MD_2,,,,
10B_1,FULLW,10B_1_MD_3,,,,
10B_1,FULLW,10B_1_MD_4,,,,
10B_1,FULLW,10B_1_MD_5,,,,
10B_1,FULLW,10B_1_MD_6,,,,
10B_1,FULLW,10B_1_MD_7,,,,
10B_1,FULLW,10B_1_MD_8,,,,
10B_1,FULLW,10B_1_MD_9,,,,
10B_1,FULLW,10B_1_MD_10,,,,
10B_1,FULLW,10B_1_MD_11,,,,
10B_1,FULLW,10B_1_MD_12,,,,
10B_1,FULLW,10B_1_MD_13,,,,
10B_1,FULLW,10B_1_MD_14,,,,
10B_1,FULLW,10B_1_MD_15,,,,
10B_1,FULLW,10B_1_MD_16,,,,
10B_1,FULLW,10B_1_MD_17,,,,
10B_1,FULLW,10B_1_MD_18,,,,
10B_2,FULLW,10B_2_MD_1,,,,
10B_2,FULLW,10B_2_MD_2,,,,
10B_2,FULLW,10B_2_MD_3,,,,
10B_2,FULLW,10B_2_MD_4,,,,
10B_2,FULLW,10B_2_MD_5,,,,
10B_2,FULLW,10B_2_MD_6,,,,
10B_2,FULLW,10B_2_MD_7,,,,
10B_2,FULLW,10B_2_MD_8,,,,
10B_2,FULLW,10B_2_MD_9,,,,
10B_2,FULLW,10B_2_MD_10,,,,
10B_2,FULLW,10B_2_MD_11,,,,
10B_2,FULLW,10B_2_MD_12,,,,
10B_2,FULLW,10B_2_MD_13,,,,
10B_2,FULLW,10B_2_MD_14,,,,
10B_2,FULLW,10B_2_MD_15,,,,
10B_2,FULLW,10B_2_MD_16,,,,
10B_2,FULLW,10B_2_MD_17,,,,
10B_2,FULLW,10B_2_MD_18,,,,
11_1,FULLW,11_1_MD_1,,,,
11_1,FULLW,11_1_MD_2,,,,
11_1,FULLW,11_1_MD_3,,,,
11_1,FULLW,11_1_MD_4,,,,
11_1,FULLW,11_1_MD_5,,,,
11_1,FULLW,11_1_MD_6,,,,
11_1,FULLW,11_1_MD_7,,,,
11_1,FULLW,11_1_MD_8,,,,
11_1,FULLW,11_1_MD_9,,,,
11_1,FULLW,11_1_MD_10,,,,
11_1,FULLW,11_1_MD_11,,,,
11_1,FULLW,11_1_MD_12,,,,
11_1,FULLW,11_1_MD_13,,,,
11_1,FULLW,11_1_MD_14,,,,
11_1,FULLW,11_1_MD_15,,,,
11_1,FULLW,11_1_MD_16,,,,
11_1,FULLW,11_1_MD_17,,,,
11_1,FULLW,11_1_MD_18,,,,
11_1,FULLW,11_1_MD_19,,,,
11_1,FULLW,11_1_MD_20,,,,
11_1,FULLW,11_1_MD_21,,,,
11_1,FULLW,11_1_MD_22,,,,
11_1,FULLW,11_1_MD_23,,,,
11_1,FULLW,11_1_MD_24,,,,
11_1,FULLW,11_1_MD_25,,,,
11_1,FULLW,11_1_MD_26,,,,
11_1,FULLW,11_1_MD_27,,,,
11_1,FULLW,11_1_MD_28,,,,
11_1,FULLW,11_1_MD_29,,,,
11_1,FULLW,11_1_MD_30,,,,
11_1,FULLW,11_1_MD_31,,,,
11_1,FULLW,11_1_MD_32,,,,
11_1,FULLW,11_1_MD_33,,,,
11_1,FULLW,11_1_MD_34,,,,
11_1,FULLW,11_1_MD_35,,,,
11_1,FULLW,11_1_MD_36,,,,
11_1,FULLW,11_1_MD_37,,,,
11_1,FULLW,11_1_MD_38,,,,
11_1,FULLW,11_1_MD_39,,,,
11_1,FULLW,11_1_MD_40,,,,
11_1,FULLW,11_1_MD_41,,,,
11_1,FULLW,11_1_MD_42,,,,
11_1,FULLW,11_1_MD_43,,,,
11_2,FULLW,11_2_MD_1,,,,
11_2,FULLW,11_2_MD_2,,,,
11_2,FULLW,11_2_MD_3,,,,
11_2,FULLW,11_2_MD_4,,,,
11_2,FULLW,11_2_MD_5,,,,
11_2,FULLW,11_2_MD_6,,,,
11_2,FULLW,11_2_MD_7,,,,
11_2,FULLW,11_2_MD_8,,,,
11_2,FULLW,11_2_MD_9,,,,
11_2,FULLW,11_2_MD_10,,,,
11_2,FULLW,11_2_MD_11,,,,
11_2,FULLW,11_2_MD_12,,,,
11_2,FULLW,11_2_MD_13,,,,
11_2,FULLW,11_2_MD_14,,,,
11_2,FULLW,11_2_MD_15,,,,
11_2,FULLW,11_2_MD_16,,,,
11_2,FULLW,11_2_MD_17,,,,
11_2,FULLW,11_2_MD_18,,,,
11_2,FULLW,11_2_MD_19,,,,
11_2,FULLW,11_2_MD_20,,,,
11_2,FULLW,11_2_MD_21,,,,
11_2,FULLW,11_2_MD_22,,,,
11_2,FULLW,11_2_MD_23,,,,
11_2,FULLW,11_2_MD_24,,,,
11_2,FULLW,11_2_MD_25,,,,
11_2,FULLW,11_2_MD_26,,,,
11_2,FULLW,11_2_MD_27,,,,
11_2,FULLW,11_2_MD_28,,,,
11_2,FULLW,11_2_MD_29,,,,
11_2,FULLW,11_2_MD_30,,,,
11_2,FULLW,11_2_MD_31,,,,
11_2,FULLW,11_2_MD_32,,,,
11_2,FULLW,11_2_MD_33,,,,
11_2,FULLW,11_2_MD_34,,,,
11_2,FULLW,11_2_MD_35,,,,
11_2,FULLW,11_2_MD_36,,,,
11_2,FULLW,11_2_MD_37,,,,
11_2,FULLW,11_2_MD_38,,,,
11_2,FULLW,11_2_MD_39,,,,
11_2,FULLW,11_2_MD_40,,,,
11_2,FULLW,11_2_MD_41,,,,
11_2,FULLW,11_2_MD_42,,,,
11_2,FULLW,11_2_MD_43,,,,
12_1,FULLW,12_1_MD_1,,,,
12_1,FULLW,12_1_MD_2,,,,
12_1,FULLW,12_1_MD_3,,,,
12_1,FULLW,12_1_MD_4,,,,
12_1,FULLW,12_1_MD_5,,,,
12_1,FULLW,12_1_MD_6,,,,
12_1,FULLW,12_1_MD_7,,,,
12_1,FULLW,12_1_MD_8,,,,
12_1,FULLW,12_1_MD_9,,,,
12_1,FULLW,12_1_MD_10,,,,
12_1,FULLW,12_1_MD_11,,,,
12_1,FULLW,12_1_MD_12,,,,
12_1,FULLW,12_1_MD_13,,,,
12_1,FULLW,12_1_MD_14,,,,
12_1,FULLW,12_1_MD_15,,,,
12_1,FULLW,12_1_MD_16,,,,
12_1,FULLW,12_1_MD_17,,,,
12_1,FULLW,12_1_MD_18,,,,
12_1,FULLW,12_1_MD_19,,,,
12_1,FULLW,12_1_MD_20,,,,
12_1,FULLW,12_1_MD_21,,,,
12_1,FULLW,12_1_MD_22,,,,
12_1,FULLW,12_1_MD_23,,,,
12_1,FULLW,12_1_MD_24,,,,
